time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2020-11-01 00:00:00+00:00,4.9,4.0,6.0,3.0,4.6
2020-11-01 01:00:00+00:00,4.6,4.0,6.0,7.0,4.133333333333334
2020-11-01 02:00:00+00:00,4.133333333333334,3.0,6.0,8.0,3.2033898305084745
2020-11-01 03:00:00+00:00,3.2033898305084745,3.0,4.0,7.0,3.0
2020-11-01 04:00:00+00:00,3.0,3.0,3.0,8.0,3.0
2020-11-01 05:00:00+00:00,3.0,3.0,3.0,11.0,3.0
2020-11-01 06:00:00+00:00,3.0,3.0,3.0,11.0,3.05
2020-11-01 07:00:00+00:00,3.05,3.0,4.0,12.0,3.933333333333333
2020-11-01 08:00:00+00:00,3.933333333333333,3.0,5.0,17.0,4.783333333333333
2020-11-01 09:00:00+00:00,4.783333333333333,4.0,6.0,28.0,4.65
2020-11-01 10:00:00+00:00,4.65,4.0,6.0,50.0,3.716981132075472
2020-11-01 11:00:00+00:00,3.716981132075472,3.0,5.0,4.0,3.25
2020-11-01 12:00:00+00:00,3.25,3.0,4.0,4.0,3.566666666666667
2020-11-01 13:00:00+00:00,3.566666666666667,3.0,4.0,4.0,3.216666666666667
2020-11-01 14:00:00+00:00,3.216666666666667,3.0,4.0,8.0,3.0166666666666666
2020-11-01 15:00:00+00:00,3.0166666666666666,3.0,4.0,21.0,2.8833333333333333
2020-11-01 16:00:00+00:00,2.8833333333333333,2.0,3.0,28.0,2.0166666666666666
2020-11-01 17:00:00+00:00,2.0166666666666666,2.0,3.0,22.0,1.4833333333333334
2020-11-01 18:00:00+00:00,1.4833333333333334,1.0,2.0,21.0,1.0166666666666666
2020-11-01 19:00:00+00:00,1.0166666666666666,1.0,2.0,19.0,1.0
2020-11-01 20:00:00+00:00,1.0,1.0,1.0,19.0,1.0
2020-11-01 21:00:00+00:00,1.0,1.0,1.0,18.0,1.0833333333333333
2020-11-01 22:00:00+00:00,1.0833333333333333,1.0,2.0,20.0,1.6101694915254237
2020-11-01 23:00:00+00:00,1.6101694915254237,1.0,2.0,0.0,1.933333333333333
2020-11-02 00:00:00+00:00,1.933333333333333,1.0,2.0,4.0,2.0166666666666666
2020-11-02 01:00:00+00:00,2.0166666666666666,2.0,3.0,8.0,2.583333333333333
2020-11-02 02:00:00+00:00,2.583333333333333,2.0,4.0,7.0,3.288135593220339
2020-11-02 03:00:00+00:00,3.288135593220339,2.0,4.0,6.0,3.4
2020-11-02 04:00:00+00:00,3.4,2.0,4.0,4.0,3.4
2020-11-02 05:00:00+00:00,3.4,2.0,4.0,5.0,3.75
2020-11-02 06:00:00+00:00,3.75,3.0,5.0,5.0,5.183333333333334
2020-11-02 07:00:00+00:00,5.183333333333334,4.0,6.0,4.0,14.866666666666667
2020-11-02 08:00:00+00:00,14.866666666666667,4.0,31.0,6.0,33.96666666666667
2020-11-02 09:00:00+00:00,33.96666666666667,28.0,40.0,226.0,30.866666666666667
2020-11-02 10:00:00+00:00,30.866666666666667,18.0,38.0,1.0,19.88135593220339
2020-11-02 11:00:00+00:00,19.88135593220339,14.0,27.0,0.0,11.683333333333334
2020-11-02 12:00:00+00:00,11.683333333333334,7.0,17.0,0.0,13.7
2020-11-02 13:00:00+00:00,13.7,10.0,18.0,72.0,12.883333333333333
