time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2020-11-01 00:00:00+00:00,16.833333333333332,14.0,18.0,22.0,18.316666666666663
2020-11-01 01:00:00+00:00,18.316666666666663,17.0,20.0,22.0,17.833333333333332
2020-11-01 02:00:00+00:00,17.833333333333332,16.0,19.0,2.0,18.05
2020-11-01 03:00:00+00:00,18.05,17.0,20.0,3.0,16.983333333333334
2020-11-01 04:00:00+00:00,16.983333333333334,15.0,19.0,3.0,15.4
2020-11-01 05:00:00+00:00,15.4,14.0,17.0,4.0,18.15
2020-11-01 06:00:00+00:00,18.15,15.0,22.0,36.0,19.03333333333333
2020-11-01 07:00:00+00:00,19.03333333333333,16.0,22.0,44.0,15.8
2020-11-01 08:00:00+00:00,15.8,14.0,18.0,27.0,16.566666666666666
2020-11-01 09:00:00+00:00,16.566666666666666,15.0,19.0,29.0,17.716666666666665
2020-11-01 10:00:00+00:00,17.716666666666665,16.0,19.0,36.0,18.316666666666663
2020-11-01 11:00:00+00:00,18.316666666666663,17.0,20.0,27.0,17.833333333333332
2020-11-01 12:00:00+00:00,17.833333333333332,16.0,20.0,29.0,17.35
2020-11-01 13:00:00+00:00,17.35,15.0,19.0,39.0,18.816666666666663
2020-11-01 14:00:00+00:00,18.816666666666663,14.0,25.0,49.0,28.266666666666666
2020-11-01 15:00:00+00:00,28.266666666666666,24.0,33.0,95.0,36.1
2020-11-01 16:00:00+00:00,36.1,31.0,43.0,130.0,50.46666666666667
2020-11-01 17:00:00+00:00,50.46666666666667,41.0,59.0,128.0,51.7
2020-11-01 18:00:00+00:00,51.7,55.0,69.0,129.0,52.93333333333334
2020-11-01 19:00:00+00:00,52.93333333333334,66.0,81.0,126.0,54.16666666666667
2020-11-01 20:00:00+00:00,54.16666666666667,78.0,87.0,133.0,55.400000000000006
2020-11-01 21:00:00+00:00,55.400000000000006,84.0,92.0,143.0,56.63333333333333
2020-11-01 22:00:00+00:00,56.63333333333333,87.0,92.0,150.0,57.86666666666667
2020-11-01 23:00:00+00:00,57.86666666666667,81.0,91.0,145.0,59.1
2020-11-02 00:00:00+00:00,59.1,65.0,84.0,60.0,60.333333333333336
