time,in_co2,in_co2_min,in_co2_max,in_humi,in_humi_min,in_humi_max,in_pm10,in_pm10_min,in_pm10_max,in_temp,in_temp_min,in_temp_max,in_voc,in_voc_min,in_voc_max,Y_pm10
2020-06-01 00:00:00+00:00,450.78333333333336,443.0,458.0,45.083333333333336,45.0,46.0,15.65,14.0,17.0,25.73333333333333,25.7,25.8,12.183333333333334,6.0,23.0,13.35
2020-06-01 01:00:00+00:00,448.26666666666665,438.0,459.0,45.95,45.0,46.0,13.35,12.0,15.0,25.635,25.6,25.7,11.666666666666666,4.0,19.0,11.383333333333333
2020-06-01 02:00:00+00:00,446.53333333333336,437.0,457.0,46.333333333333336,46.0,47.0,11.383333333333333,10.0,12.0,25.46833333333333,25.4,25.6,11.266666666666667,4.0,18.0,10.116666666666667
2020-06-01 03:00:00+00:00,444.5,435.0,452.0,47.0,47.0,47.0,10.116666666666667,9.0,11.0,25.356666666666666,25.3,25.4,8.466666666666667,3.0,15.0,8.816666666666666
2020-06-01 04:00:00+00:00,442.76666666666665,432.0,450.0,47.3,47.0,48.0,8.816666666666666,8.0,10.0,25.22833333333333,25.2,25.3,12.05,8.0,17.0,7.8
2020-06-01 05:00:00+00:00,441.6333333333333,430.0,453.0,47.93333333333333,47.0,48.0,7.8,7.0,9.0,25.093333333333337,25.0,25.2,11.316666666666666,5.0,17.0,6.816666666666666
2020-06-01 06:00:00+00:00,443.31666666666666,437.0,453.0,47.73333333333333,47.0,48.0,6.816666666666666,6.0,8.0,25.131666666666668,25.0,25.2,19.95,15.0,27.0,6.483333333333333
2020-06-01 07:00:00+00:00,442.9,435.0,449.0,47.4,47.0,48.0,6.483333333333333,6.0,7.0,25.12666666666667,25.1,25.2,27.566666666666663,22.0,33.0,6.733333333333333
2020-06-01 08:00:00+00:00,442.35,435.0,449.0,47.0,47.0,47.0,6.733333333333333,5.0,8.0,25.2,25.2,25.2,37.38333333333333,29.0,48.0,6.9491525423728815
2020-06-01 09:00:00+00:00,442.3898305084746,434.0,453.0,46.54237288135593,46.0,47.0,6.9491525423728815,5.0,9.0,25.422033898305088,25.2,25.7,13.152542372881356,0.0,51.0,7.016666666666667
2020-06-01 10:00:00+00:00,444.3833333333333,431.0,460.0,45.41666666666666,44.0,46.0,7.016666666666667,5.0,10.0,25.78166666666667,25.7,25.8,7.683333333333334,1.0,31.0,9.783333333333331
2020-06-01 11:00:00+00:00,443.98333333333335,434.0,456.0,41.13333333333333,40.0,44.0,9.783333333333331,7.0,14.0,25.906666666666663,25.8,26.0,10.866666666666667,0.0,37.0,10.0
2020-06-01 12:00:00+00:00,439.3,429.0,448.0,40.25,39.0,41.0,10.0,7.0,13.0,26.296666666666667,26.0,26.6,47.23333333333333,2.0,84.0,7.0
2020-06-01 13:00:00+00:00,440.23333333333335,432.0,447.0,38.083333333333336,35.0,40.0,7.0,5.0,10.0,26.68166666666667,26.6,26.8,42.46666666666667,2.0,77.0,4.516666666666667
2020-06-01 14:00:00+00:00,434.3666666666667,426.0,442.0,34.78333333333333,34.0,36.0,4.516666666666667,2.0,7.0,26.90833333333333,26.6,27.1,24.116666666666667,0.0,52.0,3.4166666666666665
2020-06-01 15:00:00+00:00,431.98333333333335,423.0,439.0,33.11666666666667,32.0,34.0,3.4166666666666665,1.0,5.0,27.331666666666667,27.1,27.6,34.75,2.0,48.0,4.8
2020-06-01 16:00:00+00:00,433.3333333333333,425.0,440.0,32.983333333333334,32.0,33.0,4.8,3.0,7.0,27.825,27.6,28.1,56.0,35.0,74.0,5.983333333333333
2020-06-01 17:00:00+00:00,436.9,428.0,446.0,32.916666666666664,32.0,33.0,5.983333333333333,4.0,8.0,28.18,28.0,28.5,82.15,61.0,130.0,4.85
2020-06-01 18:00:00+00:00,439.95,432.0,451.0,33.31666666666667,33.0,34.0,4.85,3.0,7.0,28.72833333333333,28.5,28.8,293.35,133.0,437.0,4.05
2020-06-01 19:00:00+00:00,439.5833333333333,433.0,447.0,34.666666666666664,34.0,36.0,4.05,2.0,6.0,28.37333333333333,27.9,28.7,467.73333333333335,435.0,483.0,4.2
2020-06-01 20:00:00+00:00,442.6,434.0,451.0,36.5,36.0,37.0,4.2,3.0,6.0,27.416666666666668,27.1,27.9,470.9333333333333,458.0,483.0,4.220338983050848
2020-06-01 21:00:00+00:00,443.4237288135593,433.0,454.0,37.61016949152543,37.0,38.0,4.220338983050848,2.0,6.0,26.789830508474576,26.5,27.1,104.8135593220339,0.0,461.0,4.583333333333333
2020-06-01 22:00:00+00:00,447.0,438.0,454.0,39.1,38.0,40.0,4.583333333333333,3.0,7.0,26.27833333333333,26.0,26.5,5.616666666666666,2.0,13.0,4.85
2020-06-01 23:00:00+00:00,450.6666666666667,442.0,458.0,40.0,40.0,40.0,4.85,4.0,7.0,25.883333333333333,25.7,26.0,10.65,6.0,17.0,6.4
2020-06-02 00:00:00+00:00,456.1333333333333,450.0,464.0,40.88333333333333,40.0,41.0,6.4,5.0,9.0,25.576666666666664,25.5,25.7,10.183333333333334,3.0,17.0,8.45
2020-06-02 01:00:00+00:00,458.9,451.0,469.0,41.56666666666667,41.0,42.0,8.45,7.0,11.0,25.37,25.3,25.5,6.266666666666667,2.0,10.0,9.45
2020-06-02 02:00:00+00:00,461.48333333333335,453.0,470.0,42.0,42.0,42.0,9.45,8.0,12.0,25.19833333333333,25.1,25.3,6.133333333333334,3.0,11.0,9.783333333333331
2020-06-02 03:00:00+00:00,463.23333333333335,455.0,472.0,42.0,42.0,42.0,9.783333333333331,9.0,11.0,25.01833333333333,24.9,25.1,6.433333333333334,2.0,11.0,9.683333333333334
2020-06-02 04:00:00+00:00,465.2,457.0,473.0,42.31666666666667,42.0,43.0,9.683333333333334,9.0,12.0,24.831666666666663,24.7,24.9,8.033333333333333,3.0,13.0,9.5
2020-06-02 05:00:00+00:00,467.03333333333336,462.0,476.0,42.88333333333333,42.0,43.0,9.5,8.0,11.0,24.62833333333333,24.5,24.7,11.066666666666666,4.0,20.0,9.966666666666669
2020-06-02 06:00:00+00:00,473.01666666666665,460.0,481.0,43.0,43.0,43.0,9.966666666666669,8.0,12.0,24.59,24.5,24.6,15.25,5.0,26.0,9.583333333333334
2020-06-02 07:00:00+00:00,475.06666666666666,468.0,486.0,43.0,43.0,43.0,9.583333333333334,8.0,12.0,24.55333333333333,24.5,24.6,26.666666666666668,19.0,31.0,9.85
2020-06-02 08:00:00+00:00,477.8333333333333,470.0,486.0,43.0,43.0,43.0,9.85,8.0,12.0,24.506666666666668,24.5,24.6,39.43333333333333,29.0,52.0,25.338983050847457
2020-06-02 09:00:00+00:00,488.6779661016949,473.0,506.0,43.932203389830505,43.0,45.0,25.338983050847457,9.0,36.0,24.11864406779661,23.8,24.6,17.89830508474576,0.0,65.0,30.98333333333333
2020-06-02 10:00:00+00:00,492.7166666666666,482.0,504.0,43.93333333333333,43.0,45.0,30.98333333333333,25.0,37.0,24.13833333333333,24.0,24.2,7.75,0.0,16.0,22.5
2020-06-02 11:00:00+00:00,495.8666666666667,481.0,516.0,44.18333333333333,43.0,45.0,22.5,18.0,26.0,24.175,24.1,24.2,100.11666666666666,6.0,227.0,16.7
2020-06-02 12:00:00+00:00,509.5,489.0,526.0,44.78333333333333,44.0,45.0,16.7,13.0,22.0,24.203333333333333,24.1,24.3,262.9166666666667,212.0,305.0,11.716666666666669
2020-06-02 13:00:00+00:00,500.98333333333335,489.0,525.0,42.833333333333336,42.0,44.0,11.716666666666669,10.0,16.0,24.80666666666667,24.3,25.2,245.3333333333333,223.0,282.0,8.033333333333333
2020-06-02 14:00:00+00:00,479.5833333333333,468.0,491.0,40.68333333333333,40.0,42.0,8.033333333333333,6.0,10.0,25.558333333333334,25.2,25.9,218.35,194.0,240.0,6.45
2020-06-02 15:00:00+00:00,465.1833333333333,450.0,478.0,39.1,38.0,40.0,6.45,5.0,9.0,26.136666666666667,25.9,26.3,169.11666666666667,143.0,195.0,8.566666666666666
2020-06-02 16:00:00+00:00,455.4166666666667,449.0,461.0,39.0,39.0,39.0,8.566666666666666,6.0,11.0,26.136666666666667,26.0,26.3,116.73333333333332,100.0,144.0,9.95
2020-06-02 17:00:00+00:00,455.8,446.0,465.0,39.9,39.0,40.0,9.95,7.0,12.0,25.87833333333333,25.8,26.0,90.56666666666666,76.0,104.0,9.483333333333333
2020-06-02 18:00:00+00:00,460.4,451.0,468.0,40.333333333333336,40.0,41.0,9.483333333333333,7.0,11.0,25.69,25.6,25.8,115.0,99.0,127.0,8.916666666666666
2020-06-02 19:00:00+00:00,463.78333333333336,455.0,471.0,41.0,41.0,41.0,8.916666666666666,6.0,11.0,25.435,25.3,25.6,141.65,126.0,161.0,8.916666666666666
2020-06-02 20:00:00+00:00,463.45,454.0,475.0,41.766666666666666,41.0,42.0,8.916666666666666,7.0,11.0,25.261666666666667,25.2,25.3,165.43333333333334,152.0,177.0,10.305084745762713
2020-06-02 21:00:00+00:00,458.4915254237288,450.0,468.0,42.77966101694916,42.0,43.0,10.305084745762713,8.0,12.0,25.11694915254237,25.0,25.2,43.08474576271186,0.0,179.0,10.8
2020-06-02 22:00:00+00:00,453.8,445.0,466.0,43.75,43.0,45.0,10.8,8.0,14.0,24.918333333333333,24.8,25.0,5.133333333333334,2.0,16.0,12.983333333333333
2020-06-02 23:00:00+00:00,451.1833333333333,443.0,459.0,45.1,45.0,46.0,12.983333333333333,10.0,16.0,24.76,24.7,24.8,13.666666666666666,4.0,23.0,15.783333333333331
