time,in_co2,in_co2_min,in_co2_max,in_humi,in_humi_min,in_humi_max,in_pm10,in_pm10_min,in_pm10_max,in_temp,in_temp_min,in_temp_max,in_voc,in_voc_min,in_voc_max,Y_pm10
2020-06-01 00:00:00+00:00,427.9491525423729,417.0,438.0,44.88135593220339,44.0,45.0,14.898305084745765,13.0,16.0,26.71186440677966,26.7,26.8,96.16949152542372,0.0,428.0,12.366666666666667
2020-06-01 01:00:00+00:00,423.9,416.0,433.0,45.85,45.0,46.0,12.366666666666667,11.0,14.0,26.60666666666667,26.6,26.7,4.866666666666666,3.0,12.0,10.183333333333334
2020-06-01 02:00:00+00:00,420.7166666666666,413.0,428.0,46.15,46.0,47.0,10.183333333333334,9.0,11.0,26.575,26.5,26.6,8.45,4.0,13.0,9.016666666666667
2020-06-01 03:00:00+00:00,419.6333333333333,413.0,428.0,47.0,47.0,47.0,9.016666666666667,8.0,10.0,26.51,26.5,26.6,11.7,7.0,16.0,8.116666666666667
2020-06-01 04:00:00+00:00,416.65,410.0,430.0,47.0,47.0,47.0,8.116666666666667,8.0,9.0,26.438333333333333,26.4,26.5,13.816666666666666,9.0,18.0,7.283333333333333
2020-06-01 05:00:00+00:00,418.1833333333333,408.0,425.0,47.0,47.0,47.0,7.283333333333333,7.0,8.0,26.421666666666667,26.4,26.5,6.65,3.0,14.0,7.116666666666666
2020-06-01 06:00:00+00:00,423.3666666666667,417.0,430.0,47.0,47.0,47.0,7.116666666666666,7.0,8.0,26.5,26.5,26.5,5.683333333333334,2.0,9.0,7.5
2020-06-01 07:00:00+00:00,425.76666666666665,421.0,433.0,46.81666666666667,46.0,47.0,7.5,7.0,9.0,26.56,26.5,26.7,11.966666666666669,2.0,32.0,7.8
2020-06-01 08:00:00+00:00,427.0,420.0,436.0,46.0,46.0,46.0,7.8,6.0,9.0,26.836666666666662,26.7,27.0,15.833333333333334,3.0,27.0,7.3
2020-06-01 09:00:00+00:00,423.45,413.0,429.0,45.11666666666667,45.0,46.0,7.3,6.0,9.0,27.12833333333333,27.0,27.3,12.533333333333331,6.0,25.0,6.333333333333333
