time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2022-05-01 00:00:00+00:00,52.43333333333333,48.0,59.0,39.0,51.28333333333333
2022-05-01 01:00:00+00:00,51.28333333333333,47.0,54.0,42.0,37.0
2022-05-01 02:00:00+00:00,37.0,29.0,48.0,41.0,29.45
2022-05-01 03:00:00+00:00,29.45,26.0,33.0,39.0,23.166666666666668
2022-05-01 04:00:00+00:00,23.166666666666668,19.0,28.0,35.0,17.583333333333332
2022-05-01 05:00:00+00:00,17.583333333333332,15.0,22.0,29.0,15.133333333333333
2022-05-01 06:00:00+00:00,15.133333333333333,14.0,18.0,25.0,13.95
2022-05-01 07:00:00+00:00,13.95,12.0,17.0,25.0,13.4
2022-05-01 08:00:00+00:00,13.4,11.0,16.0,22.0,13.633333333333333
2022-05-01 09:00:00+00:00,13.633333333333333,11.0,16.0,21.0,11.216666666666669
2022-05-01 10:00:00+00:00,11.216666666666669,9.0,13.0,19.0,12.15
2022-05-01 11:00:00+00:00,12.15,10.0,14.0,16.0,12.25
2022-05-01 12:00:00+00:00,12.25,10.0,15.0,12.0,10.716666666666669
2022-05-01 13:00:00+00:00,10.716666666666669,7.0,14.0,9.0,7.7
2022-05-01 14:00:00+00:00,7.7,6.0,10.0,11.0,6.833333333333333
2022-05-01 15:00:00+00:00,6.833333333333333,6.0,8.0,10.0,7.766666666666667
2022-05-01 16:00:00+00:00,7.766666666666667,6.0,10.0,10.0,9.383333333333333
2022-05-01 17:00:00+00:00,9.383333333333333,7.0,12.0,11.0,12.283333333333331
2022-05-01 18:00:00+00:00,12.283333333333331,10.0,15.0,11.0,15.466666666666669
2022-05-01 19:00:00+00:00,15.466666666666669,12.0,19.0,14.0,19.15
2022-05-01 20:00:00+00:00,19.15,16.0,23.0,17.0,22.566666666666663
2022-05-01 21:00:00+00:00,22.566666666666663,18.0,27.0,21.0,26.15
2022-05-01 22:00:00+00:00,26.15,22.0,30.0,22.0,28.433333333333334
2022-05-01 23:00:00+00:00,28.433333333333334,26.0,32.0,23.0,31.316666666666663
2022-05-02 00:00:00+00:00,31.316666666666663,27.0,35.0,26.0,34.016666666666666
2022-05-02 01:00:00+00:00,34.016666666666666,30.0,38.0,30.0,35.7
2022-05-02 02:00:00+00:00,35.7,30.0,39.0,33.0,37.13333333333333
2022-05-02 03:00:00+00:00,37.13333333333333,34.0,40.0,35.0,38.61666666666667
2022-05-02 04:00:00+00:00,38.61666666666667,34.0,43.0,33.0,37.71666666666667
2022-05-02 05:00:00+00:00,37.71666666666667,34.0,41.0,34.0,38.31666666666667
2022-05-02 06:00:00+00:00,38.31666666666667,34.0,43.0,38.0,48.28333333333333
2022-05-02 07:00:00+00:00,48.28333333333333,41.0,57.0,36.0,46.02777777777778
2022-05-02 08:00:00+00:00,46.02777777777778,52.0,93.0,16.0,43.77222222222222
2022-05-02 09:00:00+00:00,43.77222222222222,51.0,80.0,70.0,41.516666666666666
2022-05-02 10:00:00+00:00,41.516666666666666,32.0,52.0,47.0,26.08333333333333
2022-05-02 11:00:00+00:00,26.08333333333333,18.0,36.0,23.0,17.283333333333335
2022-05-02 12:00:00+00:00,17.283333333333335,13.0,21.0,69.0,18.2
2022-05-02 13:00:00+00:00,18.2,14.0,23.0,37.0,13.6
2022-05-02 14:00:00+00:00,13.6,11.0,17.0,82.0,15.0
2022-05-02 15:00:00+00:00,15.0,12.0,18.0,10.0,16.916666666666668
2022-05-02 16:00:00+00:00,16.916666666666668,14.0,19.0,0.0,16.616666666666667
2022-05-02 17:00:00+00:00,16.616666666666667,14.0,19.0,16.0,15.916666666666666
2022-05-02 18:00:00+00:00,15.916666666666666,14.0,18.0,21.0,15.066666666666666
2022-05-02 19:00:00+00:00,15.066666666666666,13.0,17.0,30.0,16.516666666666666
2022-05-02 20:00:00+00:00,16.516666666666666,15.0,20.0,34.0,18.683333333333334
2022-05-02 21:00:00+00:00,18.683333333333334,16.0,22.0,38.0,19.23333333333333
2022-05-02 22:00:00+00:00,19.23333333333333,17.0,23.0,40.0,20.05
2022-05-02 23:00:00+00:00,20.05,18.0,21.0,37.0,20.85
2022-05-03 00:00:00+00:00,20.85,20.0,22.0,33.0,21.766666666666666
2022-05-03 01:00:00+00:00,21.766666666666666,19.0,25.0,34.0,22.48333333333333
2022-05-03 02:00:00+00:00,22.48333333333333,21.0,24.0,36.0,22.6
2022-05-03 03:00:00+00:00,22.6,21.0,25.0,39.0,26.216666666666665
2022-05-03 04:00:00+00:00,26.216666666666665,23.0,31.0,41.0,29.15
2022-05-03 05:00:00+00:00,29.15,27.0,31.0,42.0,29.9
2022-05-03 06:00:00+00:00,29.9,27.0,33.0,42.0,27.6
2022-05-03 07:00:00+00:00,27.6,25.0,31.0,17.0,26.816666666666663
2022-05-03 08:00:00+00:00,26.816666666666663,23.0,29.0,11.0,22.73333333333333
2022-05-03 09:00:00+00:00,22.73333333333333,19.0,28.0,24.0,20.466666666666665
2022-05-03 10:00:00+00:00,20.466666666666665,18.0,23.0,52.0,18.816666666666663
2022-05-03 11:00:00+00:00,18.816666666666663,16.0,21.0,61.0,16.45
2022-05-03 12:00:00+00:00,16.45,14.0,19.0,70.0,17.566666666666666
2022-05-03 13:00:00+00:00,17.566666666666666,15.0,19.0,56.0,16.566666666666666
2022-05-03 14:00:00+00:00,16.566666666666666,14.0,19.0,48.0,15.883333333333333
2022-05-03 15:00:00+00:00,15.883333333333333,14.0,20.0,54.0,14.333333333333334
2022-05-03 16:00:00+00:00,14.333333333333334,10.0,18.0,23.0,12.683333333333334
2022-05-03 17:00:00+00:00,12.683333333333334,11.0,14.0,20.0,13.0
2022-05-03 18:00:00+00:00,13.0,11.0,14.0,17.0,13.516666666666667
2022-05-03 19:00:00+00:00,13.516666666666667,11.0,16.0,19.0,12.766666666666667
