time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2022-05-01 00:00:00+00:00,51.7,59.0,69.0,25.0,51.7
2022-05-01 01:00:00+00:00,51.7,55.0,66.0,25.0,51.7
2022-05-01 02:00:00+00:00,51.7,41.0,61.0,25.0,39.05
2022-05-01 03:00:00+00:00,39.05,35.0,46.0,24.0,33.166666666666664
2022-05-01 04:00:00+00:00,33.166666666666664,29.0,37.0,22.0,25.516666666666666
2022-05-01 05:00:00+00:00,25.516666666666666,19.0,31.0,20.0,20.9
2022-05-01 06:00:00+00:00,20.9,17.0,25.0,14.0,20.2
2022-05-01 07:00:00+00:00,20.2,15.0,23.0,14.0,17.1
2022-05-01 08:00:00+00:00,17.1,14.0,22.0,16.0,16.45
2022-05-01 09:00:00+00:00,16.45,13.0,20.0,15.0,15.25
2022-05-01 10:00:00+00:00,15.25,11.0,21.0,10.0,16.883333333333333
2022-05-01 11:00:00+00:00,16.883333333333333,13.0,21.0,10.0,15.083333333333334
2022-05-01 12:00:00+00:00,15.083333333333334,11.0,19.0,10.0,13.7
2022-05-01 13:00:00+00:00,13.7,11.0,17.0,8.0,10.783333333333331
2022-05-01 14:00:00+00:00,10.783333333333331,6.0,15.0,7.0,9.366666666666667
2022-05-01 15:00:00+00:00,9.366666666666667,6.0,13.0,9.0,9.016666666666667
2022-05-01 16:00:00+00:00,9.016666666666667,7.0,12.0,14.0,9.666666666666666
2022-05-01 17:00:00+00:00,9.666666666666666,6.0,13.0,14.0,12.016666666666667
2022-05-01 18:00:00+00:00,12.016666666666667,9.0,17.0,13.0,14.35
2022-05-01 19:00:00+00:00,14.35,11.0,18.0,17.0,17.116666666666667
2022-05-01 20:00:00+00:00,17.116666666666667,14.0,20.0,20.0,20.25
2022-05-01 21:00:00+00:00,20.25,16.0,26.0,23.0,23.08333333333333
2022-05-01 22:00:00+00:00,23.08333333333333,17.0,27.0,26.0,26.383333333333333
2022-05-01 23:00:00+00:00,26.383333333333333,20.0,32.0,30.0,30.03333333333333
2022-05-02 00:00:00+00:00,30.03333333333333,25.0,35.0,30.0,33.083333333333336
2022-05-02 01:00:00+00:00,33.083333333333336,26.0,39.0,32.0,34.46666666666667
2022-05-02 02:00:00+00:00,34.46666666666667,30.0,39.0,33.0,37.73333333333333
2022-05-02 03:00:00+00:00,37.73333333333333,32.0,43.0,32.0,39.41666666666666
2022-05-02 04:00:00+00:00,39.41666666666666,35.0,48.0,30.0,41.25
2022-05-02 05:00:00+00:00,41.25,37.0,50.0,27.0,43.5
2022-05-02 06:00:00+00:00,43.5,34.0,54.0,25.0,56.083333333333336
2022-05-02 07:00:00+00:00,56.083333333333336,42.0,72.0,22.0,51.34583333333333
2022-05-02 08:00:00+00:00,51.34583333333333,67.0,116.0,14.0,46.60833333333333
2022-05-02 09:00:00+00:00,46.60833333333333,77.0,108.0,37.0,41.87083333333334
2022-05-02 10:00:00+00:00,41.87083333333334,43.0,82.0,33.0,37.13333333333333
2022-05-02 11:00:00+00:00,37.13333333333333,28.0,46.0,15.0,24.933333333333334
2022-05-02 12:00:00+00:00,24.933333333333334,20.0,31.0,59.0,25.566666666666663
2022-05-02 13:00:00+00:00,25.566666666666663,21.0,30.0,16.0,23.266666666666666
2022-05-02 14:00:00+00:00,23.266666666666666,17.0,29.0,13.0,22.433333333333334
2022-05-02 15:00:00+00:00,22.433333333333334,19.0,27.0,55.0,21.966666666666665
2022-05-02 16:00:00+00:00,21.966666666666665,18.0,25.0,22.0,23.3
2022-05-02 17:00:00+00:00,23.3,20.0,27.0,17.0,24.183333333333334
2022-05-02 18:00:00+00:00,24.183333333333334,20.0,31.0,19.0,22.4
2022-05-02 19:00:00+00:00,22.4,20.0,26.0,23.0,23.28333333333333
2022-05-02 20:00:00+00:00,23.28333333333333,19.0,27.0,24.0,26.03333333333333
2022-05-02 21:00:00+00:00,26.03333333333333,23.0,30.0,24.0,26.633333333333333
2022-05-02 22:00:00+00:00,26.633333333333333,23.0,31.0,26.0,26.916666666666668
2022-05-02 23:00:00+00:00,26.916666666666668,23.0,31.0,26.0,28.616666666666667
2022-05-03 00:00:00+00:00,28.616666666666667,25.0,32.0,23.0,30.116666666666667
2022-05-03 01:00:00+00:00,30.116666666666667,27.0,34.0,21.0,30.916666666666668
2022-05-03 02:00:00+00:00,30.916666666666668,27.0,35.0,21.0,31.616666666666667
2022-05-03 03:00:00+00:00,31.616666666666667,29.0,34.0,22.0,35.333333333333336
2022-05-03 04:00:00+00:00,35.333333333333336,30.0,40.0,23.0,40.083333333333336
2022-05-03 05:00:00+00:00,40.083333333333336,34.0,46.0,22.0,41.23333333333333
2022-05-03 06:00:00+00:00,41.23333333333333,37.0,46.0,22.0,38.31666666666667
2022-05-03 07:00:00+00:00,38.31666666666667,34.0,44.0,21.0,36.5
2022-05-03 08:00:00+00:00,36.5,32.0,42.0,9.0,29.9
2022-05-03 09:00:00+00:00,29.9,25.0,39.0,87.0,28.933333333333334
2022-05-03 10:00:00+00:00,28.933333333333334,25.0,33.0,15.0,25.516666666666666
2022-05-03 11:00:00+00:00,25.516666666666666,21.0,31.0,70.0,25.1
