time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2022-05-01 00:00:00+00:00,42.388888888888886,39.0,48.0,105.0,41.65
2022-05-01 01:00:00+00:00,41.65,38.0,46.0,107.0,37.56666666666667
2022-05-01 02:00:00+00:00,37.56666666666667,32.0,44.0,107.0,29.566666666666663
2022-05-01 03:00:00+00:00,29.566666666666663,25.0,36.0,103.0,23.966666666666665
2022-05-01 04:00:00+00:00,23.966666666666665,19.0,29.0,101.0,19.2
2022-05-01 05:00:00+00:00,19.2,13.0,23.0,95.0,15.5
2022-05-01 06:00:00+00:00,15.5,13.0,19.0,89.0,13.333333333333334
2022-05-01 07:00:00+00:00,13.333333333333334,10.0,17.0,77.0,13.4
2022-05-01 08:00:00+00:00,13.4,10.0,17.0,72.0,12.555555555555555
2022-05-01 09:00:00+00:00,12.555555555555555,10.0,15.0,62.0,11.6
2022-05-01 10:00:00+00:00,11.6,8.0,15.0,58.0,10.966666666666669
2022-05-01 11:00:00+00:00,10.966666666666669,9.0,14.0,56.0,10.216666666666669
2022-05-01 12:00:00+00:00,10.216666666666669,8.0,13.0,56.0,9.433333333333334
2022-05-01 13:00:00+00:00,9.433333333333334,7.0,11.0,57.0,7.75
2022-05-01 14:00:00+00:00,7.75,6.0,11.0,55.0,6.433333333333334
2022-05-01 15:00:00+00:00,6.433333333333334,4.0,8.0,54.0,5.466666666666667
2022-05-01 16:00:00+00:00,5.466666666666667,3.0,8.0,53.0,5.4
2022-05-01 17:00:00+00:00,5.4,4.0,8.0,56.0,6.05
2022-05-01 18:00:00+00:00,6.05,4.0,8.0,64.0,9.416666666666666
2022-05-01 19:00:00+00:00,9.416666666666666,6.0,13.0,66.0,10.983333333333333
2022-05-01 20:00:00+00:00,10.983333333333333,9.0,14.0,77.0,13.0
2022-05-01 21:00:00+00:00,13.0,11.0,16.0,93.0,15.283333333333331
2022-05-01 22:00:00+00:00,15.283333333333331,12.0,20.0,97.0,16.966666666666665
2022-05-01 23:00:00+00:00,16.966666666666665,13.0,20.0,100.0,20.25
2022-05-02 00:00:00+00:00,20.25,17.0,25.0,100.0,22.98333333333333
2022-05-02 01:00:00+00:00,22.98333333333333,18.0,30.0,97.0,25.516666666666666
2022-05-02 02:00:00+00:00,25.516666666666666,22.0,30.0,92.0,29.03333333333333
2022-05-02 03:00:00+00:00,29.03333333333333,25.0,33.0,90.0,30.85
2022-05-02 04:00:00+00:00,30.85,26.0,36.0,87.0,32.483333333333334
2022-05-02 05:00:00+00:00,32.483333333333334,28.0,39.0,84.0,32.583333333333336
2022-05-02 06:00:00+00:00,32.583333333333336,29.0,38.0,83.0,35.3
2022-05-02 07:00:00+00:00,35.3,30.0,57.0,70.0,31.716666666666665
2022-05-02 08:00:00+00:00,31.716666666666665,51.0,101.0,28.0,28.133333333333333
2022-05-02 09:00:00+00:00,28.133333333333333,61.0,108.0,19.0,24.55
2022-05-02 10:00:00+00:00,24.55,31.0,91.0,4.0,20.966666666666665
2022-05-02 11:00:00+00:00,20.966666666666665,14.0,34.0,63.0,13.516666666666667
2022-05-02 12:00:00+00:00,13.516666666666667,9.0,18.0,621.0,18.8
2022-05-02 13:00:00+00:00,18.8,14.0,27.0,165.0,15.083333333333334
2022-05-02 14:00:00+00:00,15.083333333333334,11.0,20.0,190.0,24.016666666666666
2022-05-02 15:00:00+00:00,24.016666666666666,15.0,31.0,0.0,20.06896551724138
2022-05-02 16:00:00+00:00,20.06896551724138,17.0,24.0,117.0,18.65
2022-05-02 17:00:00+00:00,18.65,15.0,22.0,126.0,16.283333333333335
2022-05-02 18:00:00+00:00,16.283333333333335,13.0,19.0,146.0,14.4
2022-05-02 19:00:00+00:00,14.4,11.0,16.0,161.0,12.833333333333334
2022-05-02 20:00:00+00:00,12.833333333333334,10.0,15.0,180.0,12.133333333333333
2022-05-02 21:00:00+00:00,12.133333333333333,10.0,15.0,193.0,12.183333333333334
2022-05-02 22:00:00+00:00,12.183333333333334,10.0,15.0,190.0,13.35
2022-05-02 23:00:00+00:00,13.35,11.0,15.0,189.0,13.5
2022-05-03 00:00:00+00:00,13.5,12.0,16.0,189.0,13.25
2022-05-03 01:00:00+00:00,13.25,12.0,15.0,192.0,13.066666666666666
2022-05-03 02:00:00+00:00,13.066666666666666,11.0,16.0,197.0,12.933333333333334
2022-05-03 03:00:00+00:00,12.933333333333334,12.0,16.0,192.0,14.15
2022-05-03 04:00:00+00:00,14.15,12.0,17.0,189.0,16.05
2022-05-03 05:00:00+00:00,16.05,13.0,19.0,181.0,16.55
2022-05-03 06:00:00+00:00,16.55,14.0,19.0,179.0,16.15
2022-05-03 07:00:00+00:00,16.15,14.0,18.0,151.0,28.25
2022-05-03 08:00:00+00:00,28.25,18.0,36.0,28.0,30.433333333333334
2022-05-03 09:00:00+00:00,30.433333333333334,25.0,35.0,14.0,27.716666666666665
2022-05-03 10:00:00+00:00,27.716666666666665,24.0,31.0,16.0,28.116666666666667
2022-05-03 11:00:00+00:00,28.116666666666667,22.0,34.0,16.0,21.016666666666666
