time,in_co2,in_humi,in_temp,in_voc,Y_pm10,in_pm10_Seasonal_Trend
2022-05-01 00:00:00+00:00,243.9833333333333,37.333333333333336,20.0,19.883333333333333,56.93333333333333,55.219126608120234
2022-05-01 01:00:00+00:00,246.96666666666667,37.0,19.905,20.6,42.48333333333333,48.53412550553728
2022-05-01 02:00:00+00:00,244.13333333333333,35.65,19.85,20.48333333333333,31.83333333333333,42.01640265066271
2022-05-01 03:00:00+00:00,243.51666666666668,34.93333333333333,19.75,19.7,25.1,35.5988070445053
2022-05-01 04:00:00+00:00,243.35,34.0,19.62833333333333,18.633333333333333,18.266666666666666,29.28001737294306
2022-05-01 05:00:00+00:00,238.5,34.0,19.591666666666665,15.983333333333333,14.933333333333334,22.781733605885684
2022-05-01 06:00:00+00:00,234.8333333333333,34.0,19.546666666666667,14.533333333333331,13.216666666666669,18.319787212345616
2022-05-01 07:00:00+00:00,231.2,34.0,19.613333333333337,17.233333333333334,12.383333333333333,15.040555179548841
2022-05-01 08:00:00+00:00,228.1,34.0,19.706666666666663,17.416666666666668,11.966666666666669,12.80317312458493
2022-05-01 09:00:00+00:00,226.6,33.71666666666667,19.83833333333333,15.516666666666667,10.65,11.68783122209131
2022-05-01 10:00:00+00:00,223.5,32.5,20.015,17.3,9.983333333333333,11.01309275879102
2022-05-01 11:00:00+00:00,219.88333333333333,30.58333333333333,20.24333333333333,17.133333333333333,9.833333333333334,10.353826896752588
2022-05-01 12:00:00+00:00,214.36666666666667,27.8,20.41166666666667,15.166666666666666,8.883333333333333,9.231733605885688
2022-05-01 13:00:00+00:00,210.91666666666663,25.9,20.540000000000003,13.616666666666667,6.583333333333333,8.13169197425038
2022-05-01 14:00:00+00:00,209.21666666666667,25.83333333333333,20.673333333333336,15.283333333333331,5.466666666666667,7.2048408938345565
2022-05-01 15:00:00+00:00,209.31666666666663,25.866666666666667,20.74,19.0,4.983333333333333,6.912696934108741
2022-05-01 16:00:00+00:00,208.8333333333333,26.53333333333333,20.66333333333333,21.933333333333334,5.933333333333334,7.154497888757977
2022-05-01 17:00:00+00:00,209.0,27.0,20.46,21.33333333333333,8.483333333333333,8.110711806410066
2022-05-01 18:00:00+00:00,213.05,27.766666666666666,20.31,17.683333333333334,10.9,9.89430308722878
2022-05-01 19:00:00+00:00,216.4333333333333,29.166666666666668,20.221666666666668,15.966666666666669,14.25,11.888443562595643
2022-05-01 20:00:00+00:00,217.7,30.73333333333333,20.091666666666665,16.033333333333335,17.05,14.307449550007954
2022-05-01 21:00:00+00:00,218.81666666666663,32.4,19.971666666666668,16.333333333333332,20.363636363636363,16.994884183877847
