time,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10,in_pm10_Seasonal_Trend
2022-05-01 00:00:00+00:00,43.0,50.0,42.0,44.23333333333333,44.25108690902483
2022-05-01 01:00:00+00:00,41.0,49.0,42.0,37.766666666666666,39.594145118499725
2022-05-01 02:00:00+00:00,32.0,47.0,44.0,28.5,34.999459360522145
2022-05-01 03:00:00+00:00,24.0,35.0,44.0,23.23333333333333,30.309922309455747
2022-05-01 04:00:00+00:00,18.0,26.0,39.0,18.216666666666665,26.066132620143883
2022-05-01 05:00:00+00:00,15.0,22.0,37.0,15.016666666666667,21.376450938516225
2022-05-01 06:00:00+00:00,13.0,18.0,24.0,13.433333333333334,17.652802743837356
2022-05-01 07:00:00+00:00,11.0,16.0,23.0,12.55,14.97727738521533
2022-05-01 08:00:00+00:00,9.0,16.0,22.0,12.25,13.33462130897594
2022-05-01 09:00:00+00:00,10.0,16.0,21.0,11.116666666666667,12.325649836712648
2022-05-01 10:00:00+00:00,9.0,14.0,20.0,11.75,11.528969928503367
2022-05-01 11:00:00+00:00,9.0,15.0,19.0,10.733333333333333,11.113751667762935
2022-05-01 12:00:00+00:00,8.0,14.0,19.0,9.683333333333334,10.024069986135274
2022-05-01 13:00:00+00:00,6.0,12.0,19.0,7.65,8.976612267646884
2022-05-01 14:00:00+00:00,5.0,10.0,19.0,6.066666666666666,8.167753575691519
2022-05-01 15:00:00+00:00,4.0,8.0,23.0,5.466666666666667,7.696526070880702
2022-05-01 16:00:00+00:00,4.0,7.0,32.0,6.8,7.7470784081412205
2022-05-01 17:00:00+00:00,5.0,9.0,27.0,8.466666666666667,8.069446118979558
2022-05-01 18:00:00+00:00,6.0,12.0,23.0,10.666666666666666,9.354227858239128
2022-05-01 19:00:00+00:00,9.0,13.0,24.0,12.183333333333334,10.583593795659084
2022-05-01 20:00:00+00:00,9.0,15.0,29.0,13.766666666666667,12.167088458123073
2022-05-01 21:00:00+00:00,11.0,17.0,39.0,15.816666666666666,13.743944051881996
2022-05-01 22:00:00+00:00,12.0,20.0,46.0,17.1,15.565573689928321
2022-05-01 23:00:00+00:00,15.0,20.0,49.0,19.183333333333334,17.373268884331697
2022-05-02 00:00:00+00:00,15.0,21.0,51.0,21.23333333333333,19.174208023741464
2022-05-02 01:00:00+00:00,19.0,25.0,52.0,22.9,21.351846905858174
2022-05-02 02:00:00+00:00,20.0,26.0,53.0,25.03333333333333,22.897879509944797
2022-05-02 03:00:00+00:00,21.0,30.0,53.0,26.133333333333333,24.69804083907545
2022-05-02 04:00:00+00:00,21.0,29.0,52.0,27.78333333333333,28.31775357569152
2022-05-02 05:00:00+00:00,24.0,33.0,51.0,30.25,31.721129245483873
2022-05-02 06:00:00+00:00,25.0,39.0,42.0,45.86666666666667,34.835173646236456
2022-05-02 07:00:00+00:00,29.0,63.0,35.0,45.07222222222222,37.43611278564622
2022-05-02 08:00:00+00:00,54.0,80.0,23.0,44.27777777777777,37.61613262014389
2022-05-02 09:00:00+00:00,56.0,72.0,60.0,43.48333333333333,35.93121284327813
2022-05-02 10:00:00+00:00,30.0,58.0,41.0,24.516666666666666,34.15756464859926
2022-05-02 11:00:00+00:00,17.0,32.0,24.0,17.133333333333333,29.815372623310566
2022-05-02 12:00:00+00:00,13.0,21.0,109.0,18.383333333333333,25.67906575342038
2022-05-02 13:00:00+00:00,15.0,21.0,29.0,16.816666666666666,21.713745074807886
2022-05-02 14:00:00+00:00,13.0,20.0,24.0,16.133333333333333,17.99325564278908
2022-05-02 15:00:00+00:00,13.0,20.0,75.0,16.1,17.39470404871532
2022-05-02 16:00:00+00:00,12.0,20.0,40.0,17.683333333333334,17.169308081373366
2022-05-02 17:00:00+00:00,14.0,21.0,32.0,17.45,16.867088458123074
2022-05-02 18:00:00+00:00,15.0,22.0,35.0,16.7,16.97965833759628
2022-05-02 19:00:00+00:00,14.0,19.0,44.0,16.816666666666666,17.460811785166417
2022-05-02 20:00:00+00:00,14.0,19.0,48.0,18.95,18.166126027188838
2022-05-02 21:00:00+00:00,16.0,21.0,48.0,19.516666666666666,18.686112785646223
2022-05-02 22:00:00+00:00,17.0,22.0,50.0,20.616666666666667,19.83756119157246
2022-05-02 23:00:00+00:00,18.0,23.0,51.0,21.566666666666663,20.73121284327813
2022-05-03 00:00:00+00:00,19.0,24.0,46.0,22.633333333333333,21.800421791456404
2022-05-03 01:00:00+00:00,19.0,25.0,44.0,24.1,22.846325004262948
2022-05-03 02:00:00+00:00,21.0,28.0,44.0,24.85,24.429859404214035
2022-05-03 03:00:00+00:00,23.0,27.0,46.0,27.616666666666667,25.97564983671265
2022-05-03 04:00:00+00:00,24.0,32.0,47.0,30.616666666666667,27.081350880884315
2022-05-03 05:00:00+00:00,27.0,34.0,45.0,31.016666666666666,28.40184690585817
2022-05-03 06:00:00+00:00,29.0,34.0,46.0,29.55,28.12168903375432
2022-05-03 07:00:00+00:00,26.0,32.0,28.0,29.0,27.755183696218307
2022-05-03 08:00:00+00:00,26.0,32.0,15.0,23.28333333333333,26.38203928997723
2022-05-03 09:00:00+00:00,18.0,30.0,86.0,22.83333333333333,24.713192737547367
2022-05-03 10:00:00+00:00,20.0,25.0,22.0,19.35,23.19945936052217
2022-05-03 11:00:00+00:00,16.0,23.0,94.0,18.95,21.707541357074795
2022-05-03 12:00:00+00:00,16.0,22.0,52.0,20.0,20.058989763001026
2022-05-03 13:00:00+00:00,16.0,22.0,74.0,19.35,18.307403319468605
2022-05-03 14:00:00+00:00,16.0,23.0,66.0,14.583333333333334,16.657564648599262
2022-05-03 15:00:00+00:00,8.0,22.0,80.0,12.166666666666666,15.343944051881994
2022-05-03 16:00:00+00:00,9.0,14.0,23.0,11.833333333333334,14.189383213737843
2022-05-03 17:00:00+00:00,10.0,14.0,17.0,11.5,12.818506979569792
2022-05-03 18:00:00+00:00,9.0,14.0,17.0,10.883333333333333,11.348017547550986
2022-05-03 19:00:00+00:00,10.0,13.0,23.0,9.983333333333333,11.037561191572461
2022-05-03 20:00:00+00:00,9.0,13.0,33.0,9.3,10.538355700420986
2022-05-03 21:00:00+00:00,8.0,11.0,51.0,9.533333333333331,10.00518369621831
2022-05-03 22:00:00+00:00,9.0,11.0,59.0,9.816666666666666,9.279658337596281
2022-05-03 23:00:00+00:00,9.0,12.0,68.0,8.65,8.85366892802356
2022-05-04 00:00:00+00:00,8.0,11.0,66.0,7.766666666666667,8.654221265284075
2022-05-04 01:00:00+00:00,7.0,9.0,66.0,7.916666666666667,8.455160404693844
2022-05-04 02:00:00+00:00,7.0,9.0,67.0,8.166666666666666,8.625656429667698
2022-05-04 03:00:00+00:00,7.0,10.0,68.0,8.15,8.262165224230511
2022-05-04 04:00:00+00:00,7.0,9.0,64.0,7.85,8.65280274383736
2022-05-04 05:00:00+00:00,7.0,10.0,58.0,8.416666666666666,9.382039289977236
2022-05-04 06:00:00+00:00,7.0,11.0,48.0,11.933333333333334,9.763192737547369
2022-05-04 07:00:00+00:00,9.0,14.0,30.0,14.216666666666669,10.218506979569792
2022-05-04 08:00:00+00:00,11.0,18.0,29.0,10.6,10.495636595170035
2022-05-04 09:00:00+00:00,7.0,14.0,140.0,10.933333333333334,13.723275477286744
2022-05-04 10:00:00+00:00,8.0,14.0,43.0,10.333333333333334,18.797879509944796
2022-05-04 11:00:00+00:00,4.0,24.0,106.0,27.566666666666663,22.681374172408784
2022-05-04 12:00:00+00:00,16.0,39.0,52.0,45.083333333333336,25.32965833759628
2022-05-04 13:00:00+00:00,31.0,59.0,18.0,39.66666666666666,27.47509749945213
2022-05-04 14:00:00+00:00,27.0,53.0,20.0,34.1,28.40422126528407
2022-05-04 15:00:00+00:00,24.0,42.0,44.0,25.633333333333333,28.42420802374146
2022-05-04 16:00:00+00:00,19.0,34.0,46.0,17.016666666666666,26.116132620143887
2022-05-04 17:00:00+00:00,12.0,23.0,31.0,10.716666666666669,20.41216522423051
2022-05-04 18:00:00+00:00,8.0,14.0,41.0,8.533333333333333,15.502802743837359
2022-05-04 19:00:00+00:00,6.0,11.0,41.0,6.3,11.446325004262949
2022-05-04 20:00:00+00:00,5.0,9.0,52.0,5.85,9.110811785166415
2022-05-04 21:00:00+00:00,5.0,7.0,65.0,7.05,8.23755459861741
2022-05-04 22:00:00+00:00,5.0,10.0,73.0,9.3,8.226588976122414
2022-05-04 23:00:00+00:00,7.0,12.0,78.0,10.483333333333333,8.963751667762935
2022-05-05 00:00:00+00:00,8.0,13.0,77.0,10.883333333333333,9.447879509944798
2022-05-05 01:00:00+00:00,9.0,13.0,78.0,10.816666666666666,9.828993220027835
2022-05-05 02:00:00+00:00,7.0,13.0,70.0,10.833333333333334,9.984420242358187
2022-05-05 03:00:00+00:00,8.0,13.0,62.0,9.066666666666666,10.194145118499748
2022-05-05 04:00:00+00:00,7.0,11.0,53.0,9.483333333333333,10.185173646236457
2022-05-05 05:00:00+00:00,7.0,12.0,51.0,10.783333333333331,9.638493738027176
2022-05-05 06:00:00+00:00,8.0,12.0,50.0,10.0,9.204227858239125
2022-05-05 07:00:00+00:00,7.0,12.0,50.0,7.3,8.093117605182893
2022-05-05 08:00:00+00:00,5.0,10.0,51.0,4.9,7.355183696218309
2022-05-05 09:00:00+00:00,4.0,6.0,52.0,4.2,6.420134528072471
2022-05-05 10:00:00+00:00,3.0,6.0,53.0,4.45,5.403668928023558
2022-05-05 11:00:00+00:00,3.0,7.0,56.0,4.283333333333333,4.55660221766503
